taxon	date
Australia/VIC138/2020|EPI_ISL_419834||Australia|Victoria||2020-02-23	2020-02-23
Australia/VIC143/2020|EPI_ISL_419840||Australia|Victoria||2020-03-16	2020-03-16
Australia/VIC144/2020|EPI_ISL_419841||Australia|Victoria||2020-03-17	2020-03-17
Australia/VIC18/2020|EPI_ISL_419737||Australia|Victoria||2020-03-07	2020-03-07
Australia/VIC20/2020|EPI_ISL_419741||Australia|Victoria||2020-03-08	2020-03-08
Australia/VIC22/2020|EPI_ISL_419742||Australia|Victoria||2020-03-09	2020-03-09
Australia/VIC27/2020|EPI_ISL_419746||Australia|Victoria||2020-03-10	2020-03-10
Australia/VIC41/2020|EPI_ISL_419760||Australia|Victoria||2020-03-11	2020-03-11
Australia/VIC48/2020|EPI_ISL_419762||Australia|Victoria||2020-03-12	2020-03-12
Australia/VIC538/2020|EPI_ISL_426804||Australia|Victoria||2020-03-23	2020-03-23
Australia/VIC555/2020|EPI_ISL_426816||Australia|Victoria||2020-03-25	2020-03-25
Australia/VIC606/2020|EPI_ISL_426861||Australia|Victoria||2020-03-27	2020-03-27
Australia/VIC617/2020|EPI_ISL_426872||Australia|Victoria||2020-03-26	2020-03-26
Australia/VIC636/2020|EPI_ISL_426877||Australia|Victoria||2020-03-28	2020-03-28
Australia/VIC638/2020|EPI_ISL_426934||Australia|Victoria||2020-03-29	2020-03-29
Australia/VIC68/2020|EPI_ISL_419782||Australia|Victoria||2020-03-13	2020-03-13
Australia/VIC779/2020|EPI_ISL_427054||Australia|Victoria||2020-03-30	2020-03-30
Australia/VIC81/2020|EPI_ISL_419793||Australia|Victoria||2020-03-14	2020-03-14
Australia/VIC812/2020|EPI_ISL_427085||Australia|Victoria||2020-04-02	2020-04-02
Australia/VIC820/2020|EPI_ISL_427092||Australia|Victoria||2020-04-03	2020-04-03
Australia/VIC853/2020|EPI_ISL_427113||Australia|Victoria||2020-04-04	2020-04-04
Australia/VIC857/2020|EPI_ISL_427116||Australia|Victoria||2020-04-05	2020-04-05
Australia/VIC87/2020|EPI_ISL_419797||Australia|Victoria||2020-03-15	2020-03-15
Australia/VIC878/2020|EPI_ISL_427133||Australia|Victoria||2020-04-06	2020-04-06
Australia/VIC898/2020|EPI_ISL_427148||Australia|Victoria||2020-04-08	2020-04-08
Australia/VIC912/2020|EPI_ISL_426881||Australia|Victoria||2020-03-24	2020-03-24
Australia/WA11/202|EPI_ISL_420456||Australia|Western/Australia|Perth|2020-02-22	2020-02-22
Austria/CeMM0003/2020|EPI_ISL_419656||Austria|||2020-02-26	2020-02-26
Austria/CeMM0005/2020|EPI_ISL_419658||Austria|||2020-03-06	2020-03-06
Austria/CeMM0011/2020|EPI_ISL_419664||Austria|||2020-03-23	2020-03-23
Austria/CeMM0013/2020|EPI_ISL_419666||Austria|||2020-03-11	2020-03-11
Austria/CeMM0018/2020|EPI_ISL_419671||Austria|||2020-03-19	2020-03-19
Austria/CeMM0020/2020|EPI_ISL_419673||Austria|||2020-03-22	2020-03-22
Austria/CeMM0021/2020|EPI_ISL_419674||Austria|||2020-03-24	2020-03-24
Beijing/105/2020|EPI_ISL_413518||China|Beijing||2020-01-26	2020-01-26
Beijing/233/2020|EPI_ISL_413520||China|Beijing||2020-01-28	2020-01-28
Beijing/Wuhan/IME-BJ05/2020|EPI_ISL_424359||China|Beijing||2020-01-27	2020-01-27
Beijing/Wuhan/IME-BJ07/2020|EPI_ISL_424360||China|Beijing||2020-01-29	2020-01-29
Belgium/CG-030158/2020|EPI_ISL_418987||Belgium|Eupen||2020-03-01	2020-03-01
Belgium/CJM-0323175/2020|EPI_ISL_420432||Belgium|Leuven||2020-03-23	2020-03-23
Belgium/DWAEE-030954/2020|EPI_ISL_418983||Belgium|Asse||2020-03-09	2020-03-09
Belgium/FR-03029/2020|EPI_ISL_417428||Belgium|Rixensart||2020-03-02	2020-03-02
Belgium/GHB-03021/2020|EPI_ISL_407976||Belgium|Leuven||2020-02-03	2020-02-03
Belgium/Human/CS-031052/2020|EPI_ISL_418800||Belgium|Gierle||2020-03-10	2020-03-10
Belgium/JL-03044/2020|EPI_ISL_418270||Belgium|Antwerp||2020-03-04	2020-03-04
Belgium/MMJ-03034/2020|EPI_ISL_417429||Belgium|Holsbeek||2020-03-03	2020-03-03
Belgium/QL-0324173/2020|EPI_ISL_420430||Belgium|Cuesmes||2020-03-24	2020-03-24
Belgium/UGent-17/2020|EPI_ISL_425057||Belgium|Ghent||2020-03-26	2020-03-26
Belgium/ULG-10027/2020|EPI_ISL_421201||Belgium|Liege||2020-03-31	2020-03-31
Belgium/ULG-10028/2020|EPI_ISL_421202||Belgium|Liege||2020-03-30	2020-03-30
Belgium/ULG-10056/2020|EPI_ISL_424655||Belgium|Liege||2020-04-05	2020-04-05
Belgium/ULG-10069/2020|EPI_ISL_424633||Belgium|Liege||2020-04-03	2020-04-03
Belgium/ULG-10094/2020|EPI_ISL_424650||Belgium|Liege||2020-04-04	2020-04-04
Belgium/ULG-10099/2020|EPI_ISL_427350||Belgium|Liege||2020-04-06	2020-04-06
Belgium/ULG-10100/2020|EPI_ISL_427351||Belgium|Liege||2020-04-07	2020-04-07
Belgium/ULG-10134/2020|EPI_ISL_427379||Belgium|Liege||2020-04-08	2020-04-08
Belgium/ULG-3000/2020|EPI_ISL_417004||Belgium|Liege||2020-03-05	2020-03-05
Belgium/ULG-3665/2020|EPI_ISL_417009||Belgium|Liege||2020-03-07	2020-03-07
Belgium/ULG-6216/2020|EPI_ISL_417014||Belgium|Liege||2020-03-13	2020-03-13
Belgium/ULG-6638/2020|EPI_ISL_417017||Belgium|Liege||2020-03-14	2020-03-14
Belgium/ULG-6939/2020|EPI_ISL_417020||Belgium|Liege||2020-03-15	2020-03-15
Belgium/ULG-7500/2020|EPI_ISL_418632||Belgium|Liege||2020-03-16	2020-03-16
Belgium/ULG-7729/2020|EPI_ISL_418630||Belgium|Liege||2020-03-17	2020-03-17
Belgium/ULG-8532/2020|EPI_ISL_418635||Belgium|Liege||2020-03-19	2020-03-19
Belgium/ULG-9572/2020|EPI_ISL_418646||Belgium|Liege||2020-03-21	2020-03-21
Belgium/ULG-9647/2020|EPI_ISL_418653||Belgium|Liege||2020-03-22	2020-03-22
Belgium/VL-0318104/2020|EPI_ISL_420360||Belgium|Doornik||2020-03-18	2020-03-18
Belgium/VM-0325171/2020|EPI_ISL_420428||Belgium|Boutersem||2020-03-25	2020-03-25
Belgium/VNP-0320107/2020|EPI_ISL_420363||Belgium|Watermaal-Bosvoorde||2020-03-20	2020-03-20
Belgium/VPE-030650/2020|EPI_ISL_418805||Belgium|Deinze||2020-03-06	2020-03-06
Cambodia/0012/2020|EPI_ISL_411902||Cambodia|Sihanoukville||2020-01-27	2020-01-27
Canada/BC/02421/2020|EPI_ISL_415581||Canada|British/Columbia||2020-03-01	2020-03-01
Canada/BC/4078583/2020|EPI_ISL_418824||Canada|British/Columbia||2020-03-03	2020-03-03
Canada/ON-VIDO-01/2020|EPI_ISL_425177||Canada|Ontario||2020-01-23	2020-01-23
Canada/ON/PHL0539/2020|EPI_ISL_418353||Canada|Ontario||2020-03-09	2020-03-09
Canada/ON/PHL3350/2020|EPI_ISL_418366||Canada|Ontario||2020-03-05	2020-03-05
Canada/ON/PHL3380/2020|EPI_ISL_418350||Canada|Ontario||2020-03-20	2020-03-20
Canada/ON/PHL3536/2020|EPI_ISL_418362||Canada|Ontario||2020-03-10	2020-03-10
Canada/ON/PHL3575/2020|EPI_ISL_418351||Canada|Ontario||2020-03-12	2020-03-12
Canada/ON/PHL3650/2020|EPI_ISL_418349||Canada|Ontario||2020-03-07	2020-03-07
Canada/ON/PHL4088/2020|EPI_ISL_418354||Canada|Ontario||2020-03-15	2020-03-15
Canada/ON/PHL4181/2020|EPI_ISL_418327||Canada|Ontario||2020-01-25	2020-01-25
Canada/ON/PHL5472/2020|EPI_ISL_418325||Canada|Ontario||2020-02-20	2020-02-20
Canada/ON/PHL5672/2020|EPI_ISL_418352||Canada|Ontario||2020-03-11	2020-03-11
Canada/ON/PHL6922/2020|EPI_ISL_418364||Canada|Ontario||2020-03-13	2020-03-13
Canada/ON/PHL7590/2020|EPI_ISL_418373||Canada|Ontario||2020-03-14	2020-03-14
Canada/ON/PHL8751/2020|EPI_ISL_418345||Canada|Ontario||2020-02-29	2020-02-29
Canada/ON/PHLU8150/2020|EPI_ISL_418355||Canada|Ontario||2020-03-08	2020-03-08
Chile/Santiago-1/2020|EPI_ISL_414579||Chile|Santiago||2020-03-03	2020-03-03
Chile/Santiago-2/2020|EPI_ISL_414580||Chile|Santiago||2020-03-05	2020-03-05
Chile/Santiago/op2d1/2020|EPI_ISL_415658||Chile|Santiago||2020-03-06	2020-03-06
Chile/Santiago/op3d1/2020|EPI_ISL_415660||Chile|Santiago||2020-03-07	2020-03-07
Chile/Santiago/op4d1/2020|EPI_ISL_415661||Chile|Santiago||2020-03-08	2020-03-08
Chile/Talca-1/2020|EPI_ISL_414577||Chile|Talca||2020-03-02	2020-03-02
Chile/Talca-2/2020|EPI_ISL_414578||Chile|Talca||2020-03-04	2020-03-04
Czech/Republic/IAB/1/2020|EPI_ISL_426883||Czech/Republic|||2020-03-27	2020-03-27
Czech/Republic/IAB/10/2020|EPI_ISL_426887||Czech/Republic|||2020-03-31	2020-03-31
Czech/Republic/IAB/14/2020|EPI_ISL_426889||Czech/Republic|||2020-04-02	2020-04-02
Czech/Republic/IAB/15/2020|EPI_ISL_426890||Czech/Republic|||2020-03-26	2020-03-26
Czech/Republic/IAB/23/2020|EPI_ISL_426897||Czech/Republic|||2020-03-29	2020-03-29
Czech/Republic/IAB/9/2020|EPI_ISL_426886||Czech/Republic|||2020-03-28	2020-03-28
Czech/Republic/Seq3/2020|EPI_ISL_426356||Czech/Republic|Central/Czechia/and/Prague||2020-03-21	2020-03-21
Czech/Republic/Seq5/2020|EPI_ISL_426358||Czech/Republic|Central/Czechia/and/Prague||2020-03-19	2020-03-19
Czech/Republic/Seq6/2020|EPI_ISL_426359||Czech/Republic|Central/Czechia/and/Prague||2020-03-17	2020-03-17
Czech/Republic/Seq7/2020|EPI_ISL_426360||Czech/Republic|Central/Czechia/and/Prague||2020-03-18	2020-03-18
DRC/158/2020|EPI_ISL_417950||DRC|Kinshasa||2020-03-20	2020-03-20
DRC/214/2020|EPI_ISL_420030||DRC|Kinshasa||2020-03-21	2020-03-21
DRC/241/2020|EPI_ISL_420033||DRC|Kinshasa||2020-03-22	2020-03-22
DRC/431/2020|EPI_ISL_420847||DRC|||2020-03-26	2020-03-26
DRC/523/2020|EPI_ISL_420849||DRC|Kinshasa||2020-03-28	2020-03-28
DRC/82/2020|EPI_ISL_417946||DRC|Kinshasa||2020-03-18	2020-03-18
DRC/94/2020|EPI_ISL_417947||DRC|Kinshasa||2020-03-19	2020-03-19
DRC/KN-0054/2020|EPI_ISL_417437||DRC|Kinshasa||2020-03-17	2020-03-17
Denmark/SSI-01/2020|EPI_ISL_416142||Denmark|Copenhagen||2020-02-26	2020-02-26
Denmark/SSI-03/2020|EPI_ISL_416144||Denmark|Copenhagen||2020-03-01	2020-03-01
Denmark/SSI-05/2020|EPI_ISL_416140||Denmark|Copenhagen||2020-03-02	2020-03-02
Denmark/SSI-09/2020|EPI_ISL_416141||Denmark|Copenhagen||2020-03-03	2020-03-03
England/01/2020|EPI_ISL_407071||UK|England||2020-01-29	2020-01-29
England/200641094/2020|EPI_ISL_414040||UK|England||2020-02-05	2020-02-05
England/200690300/2020|EPI_ISL_414042||UK|England||2020-02-08	2020-02-08
England/200690306/2020|EPI_ISL_414043||UK|England||2020-02-07	2020-02-07
England/200991076/2020|EPI_ISL_414524||UK|England||2020-03-01	2020-03-01
England/20104004902/2020|EPI_ISL_417226||UK|England||2020-03-02	2020-03-02
England/20104007503/2020|EPI_ISL_417227||UK|England||2020-03-03	2020-03-03
England/20108007002/2020|EPI_ISL_417255||UK|England||2020-03-04	2020-03-04
England/20109035906/2020|EPI_ISL_417260||UK|England||2020-03-05	2020-03-05
England/20109050406/2020|EPI_ISL_417265||UK|England||2020-03-08	2020-03-08
England/20109054806/2020|EPI_ISL_417280||UK|England||2020-03-07	2020-03-07
England/20109093606/2020|EPI_ISL_417285||UK|England||2020-03-06	2020-03-06
England/20129059204/2020|EPI_ISL_424054||UK|England||2020-03-09	2020-03-09
England/20134010904/2020|EPI_ISL_423078||UK|England||2020-03-25	2020-03-25
England/20139056904/2020|EPI_ISL_420716||UK|England||2020-03-26	2020-03-26
England/20139058304/2020|EPI_ISL_420724||UK|England||2020-03-27	2020-03-27
England/20142061804/2020|EPI_ISL_420772||UK|England||2020-03-30	2020-03-30
England/20142062604/2020|EPI_ISL_420774||UK|England||2020-03-28	2020-03-28
England/20144018704/2020|EPI_ISL_421939||UK|England||2020-04-01	2020-04-01
England/20144037304/2020|EPI_ISL_421946||UK|England||2020-03-31	2020-03-31
England/20148043704/2020|EPI_ISL_423591||UK|England||2020-04-02	2020-04-02
England/NOTT-10DEEA/2020|EPI_ISL_425466||UK|England||2020-03-11	2020-03-11
England/NOTT-10E195/2020|EPI_ISL_425505||UK|England||2020-03-18	2020-03-18
England/NOTT-10E2B0/2020|EPI_ISL_425522||UK|England||2020-03-20	2020-03-20
England/NOTT-10E2ED/2020|EPI_ISL_425525||UK|England||2020-03-21	2020-03-21
England/NOTT-10E308/2020|EPI_ISL_425527||UK|England||2020-03-19	2020-03-19
England/NOTT-10E4C9/2020|EPI_ISL_425554||UK|England||2020-03-22	2020-03-22
England/NOTT-10E64B/2020|EPI_ISL_425573||UK|England||2020-03-23	2020-03-23
England/NOTT-10E748/2020|EPI_ISL_425587||UK|England||2020-03-24	2020-03-24
England/NOTT-10E8FA/2020|EPI_ISL_425611||UK|England||2020-03-29	2020-03-29
England/NOTT-10EB6A/2020|EPI_ISL_425644||UK|England||2020-03-17	2020-03-17
Finland/13M58/2020|EPI_ISL_418392||Finland|||2020-03-13	2020-03-13
Finland/14M16/2020|EPI_ISL_418404||Finland|||2020-03-14	2020-03-14
Finland/FIN-266/2020|EPI_ISL_414646||Finland|||2020-03-04	2020-03-04
Finland/FIN-313/2020|EPI_ISL_414641||Finland|||2020-03-05	2020-03-05
Finland/FIN-455/2020|EPI_ISL_414642||Finland|||2020-03-08	2020-03-08
Finland/FIN-508/2020|EPI_ISL_414643||Finland|||2020-03-07	2020-03-07
Finland/FIN03032020A/2020|EPI_ISL_413602||Finland|Helsinki||2020-03-03	2020-03-03
France/ARA09434/2020|EPI_ISL_418414||France|ARA|Valence|2020-03-15	2020-03-15
France/ARA10165/2020|EPI_ISL_418419||France|ARA|Lyon|2020-03-16	2020-03-16
France/ARA10184/2020|EPI_ISL_418422||France|ARA|Lyon|2020-03-17	2020-03-17
France/ARA11036/2020|EPI_ISL_418432||France|ARA|Lyon|2020-03-18	2020-03-18
France/ARA12388/2020|EPI_ISL_420606||France|ARA|Lyon|2020-03-22	2020-03-22
France/ARA12485/2020|EPI_ISL_420607||France|ARA|Lyon|2020-03-23	2020-03-23
France/ARA1322/2020|EPI_ISL_420625||France|ARA|Lyon|2020-03-24	2020-03-24
France/B1623/2020|EPI_ISL_418219||France|Bretagne|Brest|2020-02-26	2020-02-26
France/B2334/2020|EPI_ISL_416503||France|Bretagne|Rennes|2020-03-01	2020-03-01
France/Bourg-en-Bresse/06813/2020|EPI_ISL_417340||France|ARA||2020-03-07	2020-03-07
France/CVL2000/2020|EPI_ISL_418222||France|Centre-Val/de/Loire|Tours|2020-03-04	2020-03-04
France/GE3372/2020|EPI_ISL_428348||France|Grand-est|Gondrecourt-le-chateau|2020-03-20	2020-03-20
France/HF1465/2020|EPI_ISL_418218||France|Hauts/de/France|Compiegne|2020-02-21	2020-02-21
France/HF1645/2020|EPI_ISL_418220||France|Hauts/de/France|Compiegne|2020-02-28	2020-02-28
France/HF1684/2020|EPI_ISL_414626||France|Hauts/de/France|Crepy/en/Valois|2020-02-29	2020-02-29
France/HF1805/2020|EPI_ISL_414628||France|Hauts/de/France|Compiegne|2020-03-02	2020-03-02
France/HF1871/2020|EPI_ISL_414630||France|Hauts/de/France|Compiegne|2020-03-03	2020-03-03
France/HF2060/2020|EPI_ISL_418223||France|Hauts/de/France|Compiegne|2020-03-05	2020-03-05
France/HF2150/2020|EPI_ISL_418224||France|Hauts/de/France|Compiegne|2020-03-08	2020-03-08
France/HF2381/2020|EPI_ISL_418226||France|Hauts/de/France|Crouy/en/Thelle|2020-03-09	2020-03-09
France/HF2405/2020|EPI_ISL_418228||France|Hauts/de/France|Compiegne|2020-03-12	2020-03-12
France/HF4220/2020|EPI_ISL_428366||France|Hauts/De/France|Chateau-thierry|2020-03-30	2020-03-30
France/IDF0372/2020|EPI_ISL_406596||France|Ile-de-France|Paris|2020-01-23	2020-01-23
France/IDF0386-islP1/2020|EPI_ISL_411219||France|Ile-de-France|Paris|2020-01-28	2020-01-28
France/IDF0571/2020|EPI_ISL_411218||France|Ile-de-France|Paris|2020-02-02	2020-02-02
France/IDF0626/2020|EPI_ISL_408431||France|Ile-de-France|Paris|2020-01-29	2020-01-29
France/IDF2251/2020|EPI_ISL_428355||France|Ile/De/France|Garches|2020-03-11	2020-03-11
France/IDF2420/2020|EPI_ISL_418230||France|Ile/de/France|Paris|2020-03-13	2020-03-13
France/IDF2534/2020|EPI_ISL_418234||France|Ile/de/France|Longjumeau|2020-03-14	2020-03-14
France/IDF2989/2020|EPI_ISL_420051||France|Ile/de/France|Saint-Thibault-des-Vignes|2020-03-19	2020-03-19
France/IDF3165/2020|EPI_ISL_420059||France|Ile/de/France|Longjumeau|2020-03-21	2020-03-21
France/IDF3703/2020|EPI_ISL_428361||France|Ile/De/France|Longjumeau|2020-03-25	2020-03-25
France/IDF3930/2020|EPI_ISL_428365||France|Ile/De/France|Longjumeau|2020-03-26	2020-03-26
France/Lyon/0668/2020|EPI_ISL_417336||France|ARA||2020-03-06	2020-03-06
France/Pollionay/1733/2020|EPI_ISL_416745||France|ARA||2020-03-10	2020-03-10
France/RA739/2020|EPI_ISL_410486||France|Rhone-Alpes|Contamines|2020-02-08	2020-02-08
Fuyang/FY002/2020|EPI_ISL_424352||China|Anhui|Fuyang|2020-03-10	2020-03-10
Georgia/Tb-1352/2020|EPI_ISL_420140||Georgia|Tbilisi||2020-03-28	2020-03-28
Georgia/Tb-1679/2020|EPI_ISL_420144||Georgia|Tbilisi||2020-04-01	2020-04-01
Georgia/Tb-390/2020|EPI_ISL_416477||Georgia|Tbilisi||2020-03-08	2020-03-08
Georgia/Tb-468/2020|EPI_ISL_415643||Georgia|Tbilisi||2020-03-10	2020-03-10
Georgia/Tb-537/2020|EPI_ISL_416480||Georgia|Tbilisi||2020-03-11	2020-03-11
Georgia/Tb-54/2020|EPI_ISL_415641||Georgia|Tbilisi||2020-02-27	2020-02-27
Georgia/Tb-673/2020|EPI_ISL_416478||Georgia|Tbilisi||2020-03-14	2020-03-14
Georgia/Tb-712/2020|EPI_ISL_416481||Georgia|Tbilisi||2020-03-16	2020-03-16
Georgia/Tb/2020|EPI_ISL_416482||Georgia|Tbilisi||2020-03-13	2020-03-13
Germany/BAV-V2010492/2020|EPI_ISL_420899||Germany|Munich||2020-03-11	2020-03-11
Germany/BAV-V2010840/2020|EPI_ISL_420901||Germany|Munich||2020-03-12	2020-03-12
Germany/BAV-V2012856/2020|EPI_ISL_420912||Germany|Munich||2020-03-21	2020-03-21
Germany/Baden-Wuerttemberg-1/2020|EPI_ISL_412912||Germany|Baden-Wuerttemberg||2020-02-25	2020-02-25
Germany/BavPat1/2020|EPI_ISL_406862||Germany|Bavaria|Munich|2020-01-28	2020-01-28
Germany/BavPat3/2020|EPI_ISL_414521||Germany|Munich||2020-03-02	2020-03-02
Germany/NRW-04/2020|EPI_ISL_414499||Germany|North/Rhine/Westphalia|Heinsberg/District|2020-02-26	2020-02-26
Germany/NRW-06/2020|EPI_ISL_414505||Germany|North/Rhine/Westphalia|Heinsberg/District|2020-02-27	2020-02-27
Germany/NRW-09/2020|EPI_ISL_414509||Germany|North/Rhine/Westphalia|Heinsberg/District|2020-02-28	2020-02-28
Germany/NRW-12/2020|EPI_ISL_417457||Germany|Duesseldorf||2020-03-10	2020-03-10
Germany/NRW-27/2020|EPI_ISL_419544||Germany|Duesseldorf||2020-03-15	2020-03-15
Germany/NRW-34/2020|EPI_ISL_419551||Germany|Duesseldorf||2020-03-16	2020-03-16
Germany/NRW-40/2020|EPI_ISL_425124||Germany|Duesseldorf||2020-03-17	2020-03-17
Germany/NRW-42/2020|EPI_ISL_425126||Germany|Duesseldorf||2020-03-18	2020-03-18
Germany/NRW-44/2020|EPI_ISL_425139||Germany|Duesseldorf||2020-03-19	2020-03-19
Germany/NRW-47/2020|EPI_ISL_425131||Germany|Duesseldorf||2020-03-20	2020-03-20
Greece/12/2020|EPI_ISL_418264||Greece|Athens||2020-03-18	2020-03-18
Guangdong/20SF012/2020|EPI_ISL_403932||China|Guandong|Shenzhen|2020-01-14	2020-01-14
Guangdong/20SF025/2020|EPI_ISL_403935||China|Guangdong|Shenzhen|2020-01-15	2020-01-15
Guangdong/20SF028/2020|EPI_ISL_403936||China|Guangdong|Zhuhai|2020-01-17	2020-01-17
Guangdong/20SF040/2020|EPI_ISL_403937||China|Guangdong|Zhuhai|2020-01-18	2020-01-18
Guangdong/20SF174/2020|EPI_ISL_406531||China|Guangdong|Zhuhai|2020-01-22	2020-01-22
Guangdong/20SF2546/2020|EPI_ISL_428458||China|Guangdong|Guangzhou|2020-02-06	2020-02-06
Guangdong/20SF4047/2020|EPI_ISL_428462||China|Guangdong|Guangzhou|2020-02-17	2020-02-17
Guangzhou/GZMU0016/2020|EPI_ISL_414663||China|Guangdong|Guangzhou|2020-02-25	2020-02-25
Hangzhou/HZ-1/2020|EPI_ISL_406970||China|Zhejiang|Hangzhou|2020-01-20	2020-01-20
Hangzhou/HZ185/2020|EPI_ISL_418510||China|Hangzhou||2020-01-23	2020-01-23
Hangzhou/HZ477/2020|EPI_ISL_418511||China|Zhejiang|Hangzhou|2020-01-24	2020-01-24
Hangzhou/HZ49/2020|EPI_ISL_418442||China|Hangzhou||2020-01-21	2020-01-21
Hangzhou/HZ576/2020|EPI_ISL_418514||China|Zhejiang|Hangzhou|2020-01-25	2020-01-25
Hangzhou/HZCDC0001/2020|EPI_ISL_407313||China|Zhejiang|Hangzhou|2020-01-19	2020-01-19
Hangzhou/HZCDC6706/2020|EPI_ISL_421222||China|Hangzhou||2020-03-14	2020-03-14
Hangzhou/HZCDC6789/2020|EPI_ISL_421221||China|Hangzhou||2020-03-15	2020-03-15
Hangzhou/ZJU-010/2020|EPI_ISL_418990||China|Hangzhou||2020-02-03	2020-02-03
Hangzhou/ZJU-011/2020|EPI_ISL_418991||China|Hangzhou||2020-02-04	2020-02-04
Hong/Kong/HKPU28/3001/2020|EPI_ISL_417185||Hong/Kong|||2020-02-09	2020-02-09
Hong/Kong/HKPU29/0102/2020|EPI_ISL_417187||Hong/Kong|||2020-02-08	2020-02-08
Hong/Kong/HKPU39-3001/2020|EPI_ISL_419214||Hong/Kong|||2020-02-10	2020-02-10
Hong/Kong/HKPU48-0202/2020|EPI_ISL_419222||Hong/Kong|||2020-02-11	2020-02-11
Hong/Kong/HKPU52-3101/2020|EPI_ISL_419224||Hong/Kong|||2020-02-13	2020-02-13
Hong/Kong/HKPU6/2101/2020|EPI_ISL_417178||Hong/Kong|||2020-01-25	2020-01-25
Hong/Kong/HKPU64-1202/2020|EPI_ISL_419232||Hong/Kong|||2020-02-19	2020-02-19
Hong/Kong/HKPU89-2502/2020|EPI_ISL_419250||Hong/Kong|||2020-02-26	2020-02-26
Hong/Kong/VB20017970/2020|EPI_ISL_417064||Hong/Kong|||2020-01-21	2020-01-21
Hong/Kong/VB20024950/2020|EPI_ISL_412029||Hong/Kong|||2020-01-30	2020-01-30
Hong/Kong/VB20026565/2020|EPI_ISL_412030||Hong/Kong|||2020-02-01	2020-02-01
Hong/Kong/VM20001061/2020|EPI_ISL_412028||Hong/Kong|||2020-01-22	2020-01-22
Hong/Kong/VM20002849/2020|EPI_ISL_414571||Hong/Kong|||2020-02-22	2020-02-22
Hong/Kong/VM20002868/2020|EPI_ISL_414519||Hong/Kong|||2020-02-24	2020-02-24
Hong/Kong/VM20002907/2020|EPI_ISL_414517||Hong/Kong|||2020-02-25	2020-02-25
Hungary/2/2020|EPI_ISL_418183||Hungary|Baranya||2020-03-17	2020-03-17
Hungary/49/2020|EPI_ISL_416744||Hungary|Baranya||2020-03-20	2020-03-20
Iceland/10/2020|EPI_ISL_417536||Iceland|Reykjavik||2020-03-16	2020-03-16
Iceland/101/2020|EPI_ISL_417682||Iceland|Reykjavik||2020-03-10	2020-03-10
Iceland/111/2020|EPI_ISL_417691||Iceland|Reykjavik||2020-03-11	2020-03-11
Iceland/116/2020|EPI_ISL_417541||Iceland|Reykjavik||2020-03-17	2020-03-17
Iceland/12/2020|EPI_ISL_417688||Iceland|Reykjavik||2020-03-01	2020-03-01
Iceland/135/2020|EPI_ISL_417696||Iceland|Reykjavik||2020-03-12	2020-03-12
