P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821948|ISTH1137_NIG_2011|Human|Nigeria|2011,136,666,557,0,0,-18.6973,0,3.340357e-11,247,0-49 & 6598-6785;112-124 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,KM821950|ISTH2010_NIG_2012|Human|Nigeria|2012,234,105,47,0,0,-21.5064,0,5.18398e-14,892,5877-5882 & 7037-7037;5886-5889 & 7037-7037
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821952|ISTH2016_NIG_2012|Human|Nigeria|2012,120,682,587,0,0,-18.8828,0,2.179351e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821954|ISTH2020_NIG_2012|Human|Nigeria|2012,125,679,575,0,0,-15.0774,0,1.392168e-07,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821956|ISTH2025_NIG_2012|Human|Nigeria|2012,114,689,606,0,0,-25.0296,0,1.55397e-17,247,0-49 & 6598-6785
LASV|NGA|2019|IRR_0114|2019-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821958|ISTH2031_NIG_2012|Human|Nigeria|2012,111,188,130,0,0,-20.0697,0,1.416996e-12,1082,147-184 & 5383-5414;147-184 & 5428-5459;147-184 & 5546-5768
LASV|NGA|2019|IRR_0004|2019-01-17,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821960|ISTH2037_NIG_2012|Human|Nigeria|2012,110,191,127,0,0,-16.5703,0,4.474906e-09,984,0-100 & 5779-5787
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821962|ISTH2042_NIG_2012|Human|Nigeria|2012,117,687,596,0,0,-20.1377,0,1.211785e-12,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821964|ISTH2046_NIG_2012|Human|Nigeria|2012,111,695,603,0,0,-14.7195,0,3.174118e-07,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_103_NGA-Edo_Uromi_Hs_2018-02-18,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821966|ISTH2050_NIG_2012|Human|Nigeria|2012,106,176,114,0,0,-14.9869,0,1.714816e-07,1073,162-173 & 5353-5427;162-173 & 5546-5603;162-173 & 5710-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821968|ISTH2057_NIG_2012|Human|Nigeria|2012,122,679,586,0,0,-22.049,0,1.486293e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821970|ISTH2061_NIG_2012|Human|Nigeria|2012,119,680,586,0,0,-18.9524,0,1.856345e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821981|ISTH2129_NIG_2012|Human|Nigeria|2012,119,685,590,0,0,-18.1742,0,1.113997e-10,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821983|ISTH2217_NIG_2012|Human|Nigeria|2012,119,685,591,0,0,-19.03,0,1.552544e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821985|ISTH2271_NIG_2012|Human|Nigeria|2012,181,614,454,2.5e-11,0,-10.6027,0.00414,0.00414462,221,0-49 & 6810-6812
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0065|2019-01-02,KM821987|ISTH2304_NIG_2012|Human|Nigeria|2012,160,124,61,0,0,-17.301,0,8.32018e-10,996,5730-5770 & 7033-7036
LASV|NGA|2019|IRR_0114|2019-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821989|ISTH2312_NIG_2012|Human|Nigeria|2012,110,188,122,0,0,-15.2108,0,1.023983e-07,1301,0-148 & 5413-5427
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821991|ISTH2316_NIG_2012|Human|Nigeria|2012,108,695,622,0,0,-29.8729,0,2.22949e-22,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821993|ISTH2334_NIG_2012|Human|Nigeria|2012,117,686,595,0,0,-20.1216,0,1.257399e-12,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821995|ISTH2358_NIG_2012|Human|Nigeria|2012,117,684,593,0,0,-20.0894,0,1.354057e-12,247,0-49 & 6598-6785
LASV|NGA|2019|IRR_0114|2019-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821997|ISTH2376_NIG_2012|Human|Nigeria|2012,114,186,124,0,0,-18.4618,0,5.744602e-11,1393,147-184 & 5383-5414
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821999|LASV003_NIG_2008|Human|Nigeria|2008,111,695,605,0,0,-16.4633,0,5.725638e-09,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821970|ISTH2061_NIG_2012|Human|Nigeria|2012,KM822001|LASV006_NIG_2008|Human|Nigeria|2008,155,117,59,0,0,-17.5698,0,4.480058e-10,995,5706-5770 & 7032-7036
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822003|LASV035_NIG_2009|Human|Nigeria|2009,99,704,640,0,0,-31.6626,0,3.618405e-24,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822005|LASV042_NIG_2009|Human|Nigeria|2009,138,666,554,0,0,-17.7338,0,3.070814e-10,260,0-49 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822007|LASV045_NIG_2009|Human|Nigeria|2009,105,695,624,0,0,-29.388,0,6.80908e-22,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,KM822009|LASV046_NIG_2009|Human|Nigeria|2009,230,108,47,0,0,-20.4578,0,5.797751e-13,904,5868-5876 & 7037-7037
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822011|LASV049_NIG_2009|Human|Nigeria|2009,132,668,565,0,0,-20.7342,0,3.068238e-13,247,0-49 & 6582-6590;0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822013|LASV052_NIG_2008|Human|Nigeria|2008,116,685,597,0,0,-21.9836,0,1.727867e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822015|LASV056_NIG_2008|Human|Nigeria|2008,119,683,591,0,0,-20.7258,0,3.127951e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822017|LASV058_NIG_2008|Human|Nigeria|2008,127,675,577,0,0,-21.4067,0,6.522628e-14,247,0-49 & 6582-6590;0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822019|LASV063_NIG_2009|Human|Nigeria|2009,143,664,550,0,0,-19.5407,0,4.790237e-12,247,0-49 & 6598-6785;75-77 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822021|LASV221_NIG_2010|Human|Nigeria|2010,125,680,584,0,0,-21.722,0,3.15598e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822024|LASV225_NIG_2010|Human|Nigeria|2010,105,701,633,0,0,-32.541,0,4.787372e-25,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,KM822026|LASV229_NIG_2010|Human|Nigeria|2010,215,124,53,0,0,-19.0185,0,1.594335e-11,894,5709-5770 & 7032-7036;5877-5882 & 7032-7036
LASV_NGA_2018_IRR_042_NGA-Anambra_Nzam_Hs_2018-01-29,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822028|LASV237_NIG_2010|Human|Nigeria|2010,123,205,135,0,0,-18.7161,0,3.199032e-11,998,0-76 & 5762-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822030|LASV239_NIG_2010|Human|Nigeria|2010,136,665,557,0,0,-19.4675,0,5.670191e-12,247,0-49 & 6598-6785
LASV|NGA|2019|IRR_0004|2019-01-17,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822032|LASV241_NIG_2011|Human|Nigeria|2011,112,189,123,0,0,-15.9266,0,1.97012e-08,984,0-100 & 5779-5787
MH888004|LASV0073-EDO-2017|Human|Nigeria|2017-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822034|LASV242_NIG_2010|Human|Nigeria|2010,117,177,109,0,0,-15.1575,0,1.157764e-07,1012,0-84 & 5710-5759
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822036|LASV245_NIG_2011|Human|Nigeria|2011,115,688,599,0,0,-20.3717,0,7.06923e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822038|LASV246_NIG_2010|Human|Nigeria|2010,115,688,600,0,0,-21.2602,0,9.139361e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822040|LASV250_NIG_2011|Human|Nigeria|2011,111,689,604,0,0,-20.8371,0,2.421057e-13,260,0-49 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822042|LASV251_NIG_2010|Human|Nigeria|2010,113,685,592,0,0,-15.2964,0,8.408783e-08,263,50-76 & 6589-6599
MH888004|LASV0073-EDO-2017|Human|Nigeria|2017-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822044|LASV253_NIG_2011|Human|Nigeria|2011,116,178,112,0,0,-16.0153,0,1.606178e-08,1012,0-84 & 5710-5759
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822046|LASV254_NIG_2011|Human|Nigeria|2011,105,702,624,0,0,-22.702,0,3.303983e-15,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822048|LASV256_NIG_2010|Human|Nigeria|2010,116,686,595,0,0,-19.3537,0,7.368543e-12,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822050|LASV263_NIG_2011|Human|Nigeria|2011,130,676,571,0,0,-17.8306,0,2.45724e-10,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,MH887989|LASV0086-EDO-2017|Human|Nigeria|2017-06-25,KM822052|LASV267_NIG_2010|Human|Nigeria|2010,194,132,66,0,0,-22.1619,0,1.146134e-14,995,5716-5770 & 7032-7036
LASV|NGA|2019|IRR_0004|2019-01-17,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822054|LASV271_NIG_2010|Human|Nigeria|2010,113,188,121,0,0,-15.6082,0,4.101133e-08,984,0-100 & 5779-5787
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822056|LASV274_NIG_2010|Human|Nigeria|2010,115,690,598,0,0,-17.771,0,2.819199e-10,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822058|LASV711_NIG_2009|Human|Nigeria|2009,122,683,588,0,0,-20.3989,0,6.640921e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822061|LASV719_NIG_2009|Human|Nigeria|2009,114,692,603,0,0,-19.6566,0,3.668869e-12,247,0-49 & 6582-6590;0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822064|LASV737_NIG_2009|Human|Nigeria|2009,115,689,601,0,0,-21.2768,0,8.79637e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822068|LASV966_NIG_2009|Human|Nigeria|2009,118,691,603,0,0,-23.6332,0,3.871828e-16,260,0-49 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822070|LASV967_NIG_2009|Human|Nigeria|2009,134,672,565,0,0,-18.9913,0,1.697525e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822073|LASV971_NIG_2009|Human|Nigeria|2009,124,677,584,0,0,-23.5009,0,5.250788e-16,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822075|LASV975_NIG_2009|Human|Nigeria|2009,125,681,581,0,0,-18.3771,0,6.981427e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822077|LASV976_NIG_2009|Human|Nigeria|2009,122,682,585,0,0,-18.684,0,3.444077e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822079|LASV977_NIG_2009|Human|Nigeria|2009,127,677,579,0,0,-21.4429,0,6.000049e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822081|LASV978_NIG_2009|Human|Nigeria|2009,111,696,622,0,0,-31.3459,0,7.501643e-24,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822083|LASV979_NIG_2009|Human|Nigeria|2009,123,679,583,0,0,-20.2248,0,9.91548e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822085|LASV981_NIG_2009|Human|Nigeria|2009,108,696,616,0,0,-23.1622,0,1.145308e-15,247,0-49 & 6598-6785
MH888004|LASV0073-EDO-2017|Human|Nigeria|2017-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822087|LASV982_NIG_2009|Human|Nigeria|2009,118,177,109,0,0,-15.4323,0,6.148872e-08,1012,0-84 & 5710-5759
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0065|2019-01-02,KM822090|LASV989_NIG_2009|Human|Nigeria|2009,175,107,48,0,0,-16.4634,0,5.724074e-09,996,5730-5770 & 7033-7036
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822092|LASV990_NIG_2009|Human|Nigeria|2009,109,695,622,0,0,-30.6874,0,3.416973e-23,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_103_NGA-Edo_Uromi_Hs_2018-02-18,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822094|LASV991_NIG_2009|Human|Nigeria|2009,110,176,115,0,0,-16.7427,0,3.00848e-09,1011,147-163 & 5767-5787;147-163 & 5817-5819;147-163 & 5824-5849
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822096|LASV992_NIG_2009|Human|Nigeria|2009,120,684,591,0,0,-20.6325,0,3.877566e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822098|LASV993_NIG_2009|Human|Nigeria|2009,114,689,596,0,0,-16.12,0,1.262018e-08,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822100|LASV1000_NIG_2009|Human|Nigeria|2009,122,675,574,0,0,-15.2645,0,9.04937e-08,283,78-79 & 6589-6599;99-112 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822102|LASV1008_NIG_2009|Human|Nigeria|2009,114,692,598,0,0,-15.2996,0,8.345813e-08,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822104|LASV1011_NIG_2009|Human|Nigeria|2009,122,674,581,0,0,-21.9583,0,1.831204e-14,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822106|LASV1015_NIG_2009|Human|Nigeria|2009,111,693,611,0,0,-23.6542,0,3.688967e-16,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM822108|LASV1016_NIG_2009|Human|Nigeria|2009,120,684,589,0,0,-18.9138,0,2.02911e-11,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_008_NGA-Ondo_IjebuOwo_Hs_2018-01-11,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2011_IRR_001_NGA-Ondo_Ose_Hs_2011-08-02,114,144,90,0,0,-17.681,0,3.467816e-10,1293,0-84 & 5413-5427
